EstablishmentID,InspectionDate,InspectionID,EstTypeDesc,premise_name,premise_adr1_num,premise_adr1_street,premise_city,premise_state,premise_zip,InspectionType,score,InspTypeSpecificViolID,ViolationDesc,critical_yn,Insp_Viol_Comments,rpt_area_id,ObjectId
92726,8/6/2021 4:00:00 AM,1614624,FOOD SERVICE,ACAPULCO,5404,ANTLE DR,LOUISVILLE,KY,40229,REGULAR,76,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Improper storage of employee food/drinks. (next to customer food and inside of reach-in cooler)  Personal drinks do not have a lid and straw.,605,92
34371,9/25/2020 4:00:00 AM,1564418,FOOD SERVICE,GOLDEN BUDDHA RESTAURANT,8000,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,82,44,"In-use utensils, properly stored",No,Clean or in use utensil(s) being stored in between equipment and walls or other equipment.  Utensil handle in contact with food.  Scoop with handle not provided.,605,93
96041,7/30/2021 4:00:00 AM,1613238,FOOD SERVICE,HOOTERS,7701,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,72,55,Garbage/refuse properly disposed; facilities maintained,No,Garbage/refuse containers not covered as required.  (dumpster),605,94
78298,3/5/2021 5:00:00 AM,1584696,FOOD SERVICE,SUBWAY,3935,S 7TH STREET RD STE A,LOUISVILLE,KY,40216,REGULAR,86,25,PROPER DATE MARKING AND DISPOSITION,Yes,MILK OUT OF DATE   CORRECTED,605,95
103982,7/12/2021 4:00:00 AM,1608749,FOOD SERVICE,TAQUERIA Y ROSTICERIA,7416,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,78,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below (Walk-in cooler at 45 degrees F).  TCS food not maintained at 5°C (41°F) or below (diced octopus holding at 46 degrees F in the reach-in cooler)- Discarded.,605,96
79560,9/17/2020 4:00:00 AM,1562876,FOOD SERVICE,SHIRAZ MEDITERRANEAN GRILL,2210,HOLIDAY MANOR CTR,LOUISVILLE,KY,40222,REGULAR,84,40,Personal cleanliness; hair restraints,No,No hair/beard restraints where required.,605,97
92726,8/6/2021 4:00:00 AM,1614624,FOOD SERVICE,ACAPULCO,5404,ANTLE DR,LOUISVILLE,KY,40229,REGULAR,76,56,"Physical facilities installed, maintained and clean",No,Outer openings not protected against entry of pests. (back doors)  Fly swatter in contact with single service items.,605,98
96041,7/30/2021 4:00:00 AM,1613238,FOOD SERVICE,HOOTERS,7701,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,72,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Sewage and waste water not disposed of in an approved manner. (Leak in waste pipe at 3-compartment sink) (sewage waste around grease bin),605,99
34371,9/25/2020 4:00:00 AM,1564418,FOOD SERVICE,GOLDEN BUDDHA RESTAURANT,8000,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,82,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Food-contact surfaces not cleaned and sanitized. (can-opener blade),605,100
96041,7/30/2021 4:00:00 AM,1613238,FOOD SERVICE,HOOTERS,7701,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,72,46,"Single use/single service articles:  properly stored, used",No,Single service items not stored at least 6 inches off of the floor.,605,101
78298,3/5/2021 5:00:00 AM,1584696,FOOD SERVICE,SUBWAY,3935,S 7TH STREET RD STE A,LOUISVILLE,KY,40216,REGULAR,86,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,"SPRAY BOTTLE MARKED CLEANER AND BLEACH, COLOR WAS BLUE?   NOT LABELED PROPERLY",605,102
103982,7/12/2021 4:00:00 AM,1608749,FOOD SERVICE,TAQUERIA Y ROSTICERIA,7416,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,78,58,"INSECTS, RODENTS AND ANIMALS NOT PRESENT",Yes,Presence of fruit fries in the storage area (by the office and mop sink).  Presence of dead roaches by the reach-in freezer.,605,103
85040,9/28/2020 4:00:00 AM,1564669,FOOD SERVICE,WAFFLE HOUSE #174,2805,FERN VALLEY RD,LOUISVILLE,KY,40213,REGULAR,81,1,"PERSON IN CHARGE  PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",Yes,Person-in-charge doesn’t demonstrate food safety knowledge.,605,104
96041,7/30/2021 4:00:00 AM,1613238,FOOD SERVICE,HOOTERS,7701,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,72,48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",No,Equipment is not maintained in good repair or does not allow for proper adjustment. (walk-in cooler door not sealing) (ice build up inside of walk-in freezer)  Condensation build-up inside of reach-in cooler.,605,105
79560,9/17/2020 4:00:00 AM,1562876,FOOD SERVICE,SHIRAZ MEDITERRANEAN GRILL,2210,HOLIDAY MANOR CTR,LOUISVILLE,KY,40222,REGULAR,84,41,Wiping cloths:  properly used and stored,No,Cloths in use not stored in sanitizing solution.,605,106
92726,8/6/2021 4:00:00 AM,1614624,FOOD SERVICE,ACAPULCO,5404,ANTLE DR,LOUISVILLE,KY,40229,REGULAR,76,36,Approved thawing methods used,No,Improper thawing method being used for TCS food.,605,107
92726,8/6/2021 4:00:00 AM,1614624,FOOD SERVICE,ACAPULCO,5404,ANTLE DR,LOUISVILLE,KY,40229,REGULAR,76,46,"Single use/single service articles:  properly stored, used",No,Single service items not stored at least 6 inches off of the floor.,605,108
103982,7/12/2021 4:00:00 AM,1608749,FOOD SERVICE,TAQUERIA Y ROSTICERIA,7416,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,78,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Accumulation of soil on the partition at the ice machine. ,605,109
109438,2/23/2021 5:00:00 AM,1583037,FOOD SERVICE,SAM'S SEAFOOD,4918,POPLAR LEVEL RD,LOUISVILLE,KY,40219,REGULAR,85,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed properly.  Changing gloves without washing hands.,605,110
96041,7/30/2021 4:00:00 AM,1613238,FOOD SERVICE,HOOTERS,7701,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,72,39,"Contamination prevented during food preparation, storage and display",No,Food not stored at least 6 inches above the floor.,605,111
92726,8/6/2021 4:00:00 AM,1614624,FOOD SERVICE,ACAPULCO,5404,ANTLE DR,LOUISVILLE,KY,40229,REGULAR,76,48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",No,Equipment is not maintained in good repair or does not allow for proper adjustment. (rust on shelving) (cardboard lining shelving inside of walk-in freezer),605,112
107590,7/12/2021 4:00:00 AM,1608893,FOOD SERVICE,WENDYS,10741,FISHER PARK DR,LOUISVILLE,KY,40241,REGULAR,91,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Food-contact surfaces not cleaned and sanitized.  The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration.,605,113
85040,9/28/2020 4:00:00 AM,1564669,FOOD SERVICE,WAFFLE HOUSE #174,2805,FERN VALLEY RD,LOUISVILLE,KY,40213,REGULAR,81,2,Certified food protection manager,No,No certified food manager present.,605,114
79560,9/17/2020 4:00:00 AM,1562876,FOOD SERVICE,SHIRAZ MEDITERRANEAN GRILL,2210,HOLIDAY MANOR CTR,LOUISVILLE,KY,40222,REGULAR,84,49,"Ware washing facilities:  installed, maintained, used, test strips",No,No chemical test kit. (Need quaternary ammonia test strips) ,605,115
96041,7/30/2021 4:00:00 AM,1613238,FOOD SERVICE,HOOTERS,7701,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,72,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Improper storage of employee food/drinks.  Personal drinks do not have a lid and straw.  Employee handling food without washing hands after handling their phone.,605,116
107590,7/12/2021 4:00:00 AM,1608893,FOOD SERVICE,WENDYS,10741,FISHER PARK DR,LOUISVILLE,KY,40241,REGULAR,91,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Improper placement of personal drinks. ,605,117
92726,8/6/2021 4:00:00 AM,1614624,FOOD SERVICE,ACAPULCO,5404,ANTLE DR,LOUISVILLE,KY,40229,REGULAR,76,51,Hot and cold water available; adequate pressure; plumbing maintained,No,Condensation line(s) not double wrapped when food is stored below it.,605,118
96041,7/30/2021 4:00:00 AM,1613238,FOOD SERVICE,HOOTERS,7701,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,72,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Toxic items improperly stored. (chemical bottle stored on soda and next to clean dishes),605,119
79560,9/17/2020 4:00:00 AM,1562876,FOOD SERVICE,SHIRAZ MEDITERRANEAN GRILL,2210,HOLIDAY MANOR CTR,LOUISVILLE,KY,40222,REGULAR,84,50,Nonfood-contact surfaces clean,No,Nonfood-contact surfaces have accumulation of soil. (Shleves and fans) ,605,120
85040,9/28/2020 4:00:00 AM,1564669,FOOD SERVICE,WAFFLE HOUSE #174,2805,FERN VALLEY RD,LOUISVILLE,KY,40213,REGULAR,81,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Improper storage of employee food/drinks. (on prep table, next to single service items, inside of reach-in cooler)  Personal drinks do not have a lid and straw.",605,121
109438,2/23/2021 5:00:00 AM,1583037,FOOD SERVICE,SAM'S SEAFOOD,4918,POPLAR LEVEL RD,LOUISVILLE,KY,40219,REGULAR,85,22,PROPER HOT HOLDING TEMPERATURES,Yes,TCS food not maintained at 57°C (135°F) or above.  Cooked chicken at 60 degrees fahrenheit.  Voluntarily discarded,605,122
104230,4/28/2021 4:00:00 AM,1593694,FOOD SERVICE,MCDONALD'S #6206,3340,BARDSTOWN RD,LOUISVILLE,KY,40218,REGULAR,89,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below (Discarded and Issued quarantine order. Reach-in refrigerator by the grill area was not turned on).,605,123
52124,6/11/2021 4:00:00 AM,1602796,FOOD SERVICE,FRANKFORT AVENUE BEER DEPOT,3204,FRANKFORT AVE,LOUISVILLE,KY,40206,REGULAR,90,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,ulterated foods in walk- in cooler-condenste (quarantined),605,124
92726,8/6/2021 4:00:00 AM,1614624,FOOD SERVICE,ACAPULCO,5404,ANTLE DR,LOUISVILLE,KY,40229,REGULAR,76,55,Garbage/refuse properly disposed; facilities maintained,No,Garbage/refuse containers not covered as required. (dumpster),605,125
85040,9/28/2020 4:00:00 AM,1564669,FOOD SERVICE,WAFFLE HOUSE #174,2805,FERN VALLEY RD,LOUISVILLE,KY,40213,REGULAR,81,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed to prevent contamination from previous task. (handling raw eggs and then handling bread and other ready to foods without washing hands),605,126
96041,7/30/2021 4:00:00 AM,1613238,FOOD SERVICE,HOOTERS,7701,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,72,41,Wiping cloths:  properly used and stored,No,Cloths in use not stored in sanitizing solution.,605,127
104230,4/28/2021 4:00:00 AM,1593694,FOOD SERVICE,MCDONALD'S #6206,3340,BARDSTOWN RD,LOUISVILLE,KY,40218,REGULAR,89,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,Expired Grade A dairy (Exp 4/25).,605,128
52124,6/11/2021 4:00:00 AM,1602796,FOOD SERVICE,FRANKFORT AVENUE BEER DEPOT,3204,FRANKFORT AVE,LOUISVILLE,KY,40206,REGULAR,90,21,PROPER COLD HOLDING TEMPERATURES,Yes,Foods (TCS) not stored at or below 41 degrees F (quarnatined),605,129
92726,8/6/2021 4:00:00 AM,1614624,FOOD SERVICE,ACAPULCO,5404,ANTLE DR,LOUISVILLE,KY,40229,REGULAR,76,44,"In-use utensils, properly stored",No,Utensil handle in contact with food.,605,130
96041,7/30/2021 4:00:00 AM,1613238,FOOD SERVICE,HOOTERS,7701,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,72,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Food-contact surfaces not cleaned and sanitized. (dishwasher not sanitizing),605,131
85040,9/28/2020 4:00:00 AM,1564669,FOOD SERVICE,WAFFLE HOUSE #174,2805,FERN VALLEY RD,LOUISVILLE,KY,40213,REGULAR,81,10,Adequate hand washing facilities supplied and accessible,No,Hand sink being used for purposes other than hand washing. (dirty dish being stored in the hand sink),605,132
79560,9/17/2020 4:00:00 AM,1562876,FOOD SERVICE,SHIRAZ MEDITERRANEAN GRILL,2210,HOLIDAY MANOR CTR,LOUISVILLE,KY,40222,REGULAR,84,48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",No,Gasket in disrepair for walk-in refrigerator side door. ,605,133
92726,8/6/2021 4:00:00 AM,1614624,FOOD SERVICE,ACAPULCO,5404,ANTLE DR,LOUISVILLE,KY,40229,REGULAR,76,50,Nonfood-contact surfaces clean,No,Nonfood-contact surfaces have accumulation of soil. (shelving),605,134
72496,1/21/2021 5:00:00 AM,1582410,FOOD SERVICE,SPINELLI'S HIGHLANDS,614,BAXTER AVE #1172,LOUISVILLE,KY,40204,REGULAR,95,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,"Sewage and waste water not disposed of in an approved manner. (Grease bin overflowing with used oil, order issued to clean up the area around the grease waste bin and to have the bin emptied immediately). ",605,135
94876,5/6/2021 4:00:00 AM,1595550,FOOD SERVICE,4TH AVE UNITED METHODIST CHURCH,318,W ST CATHERINE ST,LOUISVILLE,KY,40203,REGULAR,93,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Toxic items (cleaning bottles) not labeled and are stored next to food and single service items.(corrected),605,136
111953,5/13/2021 4:00:00 AM,1597089,FOOD SERVICE,STORMING CRAB,4809,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,77,14,"REQUIRED RECORDS, SHELLSTOCK TAGS, PARASITE DESTRUCTION",Yes,Molluscan shellfish missing tags/records indicating where they were harvested and by whom.,605,137
85040,9/28/2020 4:00:00 AM,1564669,FOOD SERVICE,WAFFLE HOUSE #174,2805,FERN VALLEY RD,LOUISVILLE,KY,40213,REGULAR,81,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,Expired Grade A dairy. (milk dated to expire on 9-24),605,138
111419,9/21/2021 4:00:00 AM,1624198,FOOD SERVICE,VALLARTA MEXICAN SEAFOOD & GRILL,9874,LINN STATION RD,LOUISVILLE,KY,40223,REGULAR,81,2,Certified food protection manager,No,No certified food manager present.,605,139
84844,4/15/2021 4:00:00 AM,1591433,FOOD SERVICE,HOTEL LOUISVILLE,120,W BROADWAY,LOUISVILLE,KY,40202,REGULAR,89,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,Expired Grade A dairy.(corrected),605,140
96041,7/30/2021 4:00:00 AM,1613238,FOOD SERVICE,HOOTERS,7701,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,72,51,Hot and cold water available; adequate pressure; plumbing maintained,No,No hot running water under pressure. (3-compartment sink),605,141
111953,5/13/2021 4:00:00 AM,1597089,FOOD SERVICE,STORMING CRAB,4809,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,77,55,Garbage/refuse properly disposed; facilities maintained,No,Garbage/refuse containers not covered as required. (dumpsters),605,142
85040,9/28/2020 4:00:00 AM,1564669,FOOD SERVICE,WAFFLE HOUSE #174,2805,FERN VALLEY RD,LOUISVILLE,KY,40213,REGULAR,81,21,PROPER COLD HOLDING TEMPERATURES,Yes,"TCS food not maintained at 5°C (41°F) or below. (cooler holding ham, cut lettuce, cut tomatoes, and various items at 53)",605,143
103188,3/11/2021 5:00:00 AM,1585574,FOOD SERVICE,LA LOMA,7319,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,81,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Improper storage of employee food/drinks. (personal food and drink on food preparation area, next to customer food, and above clean dishes)  Personal drinks do not have a lid and straw.",605,144
111419,9/21/2021 4:00:00 AM,1624198,FOOD SERVICE,VALLARTA MEXICAN SEAFOOD & GRILL,9874,LINN STATION RD,LOUISVILLE,KY,40223,REGULAR,81,10,Adequate hand washing facilities supplied and accessible,No,Hand washing sink is not accessible (Bar area). ,605,145
101736,7/27/2021 4:00:00 AM,1612583,FOOD SERVICE,WW COUSINS,900,DUPONT RD,LOUISVILLE,KY,40207,REGULAR,84,10,Adequate hand washing facilities supplied and accessible,No,Hand washing sink is not accessible.   Hand sink used for purposes other than hand washing (towel and onions)  ,605,146
96041,7/30/2021 4:00:00 AM,1613238,FOOD SERVICE,HOOTERS,7701,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,72,56,"Physical facilities installed, maintained and clean",No,Mop water not disposed of promptly after use.  Employee clothing/possessions not stored properly.  Floors not clean.,605,147
79560,9/17/2020 4:00:00 AM,1562876,FOOD SERVICE,SHIRAZ MEDITERRANEAN GRILL,2210,HOLIDAY MANOR CTR,LOUISVILLE,KY,40222,REGULAR,84,51,Hot and cold water available; adequate pressure; plumbing maintained,No,Plumbing not maintained in good repair. (Drain levers at three-compartment sink in kitchen in disrepair) (Facility does not have approved drain plugs) ,605,148
111953,5/13/2021 4:00:00 AM,1597089,FOOD SERVICE,STORMING CRAB,4809,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,77,56,"Physical facilities installed, maintained and clean",No,Employee personal items improperly stored.  Outer openings not protected against entry of pests.,605,149
111419,9/21/2021 4:00:00 AM,1624198,FOOD SERVICE,VALLARTA MEXICAN SEAFOOD & GRILL,9874,LINN STATION RD,LOUISVILLE,KY,40223,REGULAR,81,14,"REQUIRED RECORDS, SHELLSTOCK TAGS, PARASITE DESTRUCTION",Yes,Molluscan shellfish missing tags/records indicating where they were harvested and by whom-discarded,605,150
101736,7/27/2021 4:00:00 AM,1612583,FOOD SERVICE,WW COUSINS,900,DUPONT RD,LOUISVILLE,KY,40207,REGULAR,84,17,Food stored covered,No,"Food stored uncovered. (walk-in freezer, burger patties)",605,151
96041,7/30/2021 4:00:00 AM,1613238,FOOD SERVICE,HOOTERS,7701,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,72,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below. (walk-in cooler holding at 48 degrees F) (Raw chicken holding internally at 54 degrees F without a cooling source) (fry freezer holding at 52 degrees F) (Raw chicken cooler holding at 52 degrees F) (Make station cooler holding at 53 degrees F),605,152
111419,9/21/2021 4:00:00 AM,1624198,FOOD SERVICE,VALLARTA MEXICAN SEAFOOD & GRILL,9874,LINN STATION RD,LOUISVILLE,KY,40223,REGULAR,81,15,Food separated and protected,No,Ready-to-eat food subject to contamination by raw animal product. ,605,153
85040,9/28/2020 4:00:00 AM,1564669,FOOD SERVICE,WAFFLE HOUSE #174,2805,FERN VALLEY RD,LOUISVILLE,KY,40213,REGULAR,81,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Toxic items improperly stored. (glass cleaner stored next to and above food products),605,154
103188,3/11/2021 5:00:00 AM,1585574,FOOD SERVICE,LA LOMA,7319,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,81,36,Approved thawing methods used,No,Improper thawing method being used for TCS food.,605,155
79560,9/17/2020 4:00:00 AM,1562876,FOOD SERVICE,SHIRAZ MEDITERRANEAN GRILL,2210,HOLIDAY MANOR CTR,LOUISVILLE,KY,40222,REGULAR,84,56,"Physical facilities installed, maintained and clean",No,Employee clothing/possessions not stored properly.  Outer openings not protected against entry of pests. (Side door)   Walls and ceiling not clean.  Cleaning and maintenance equipment not properly stored.  Mops not stored upright or on hooks to dry. ,605,156
111953,5/13/2021 4:00:00 AM,1597089,FOOD SERVICE,STORMING CRAB,4809,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,77,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Improper storage of employee food/drinks. ,605,157
103188,3/11/2021 5:00:00 AM,1585574,FOOD SERVICE,LA LOMA,7319,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,81,41,Wiping cloths:  properly used and stored,No,Cloths in use not stored in sanitizing solution.  Absorbent cloth being used underneath cutting board(s).,605,158
67845,9/3/2020 4:00:00 AM,1560863,FOOD SERVICE,CALIFORNIA PIZZA KITCHEN,7900,SHELBYVILLE RD,LOUISVILLE,KY,40222,REGULAR,93,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Employees drinking in unauthorized area.  Improper storage of personal drinks.,605,159
85040,9/28/2020 4:00:00 AM,1564669,FOOD SERVICE,WAFFLE HOUSE #174,2805,FERN VALLEY RD,LOUISVILLE,KY,40213,REGULAR,81,50,Nonfood-contact surfaces clean,No,Nonfood-contact surfaces have accumulation of soil. (cooler),605,160
101736,7/27/2021 4:00:00 AM,1612583,FOOD SERVICE,WW COUSINS,900,DUPONT RD,LOUISVILLE,KY,40207,REGULAR,84,21,PROPER COLD HOLDING TEMPERATURES,Yes,"TCS food not maintained at 5°C (41°F) or below. (lettuce on-line and in self-serve salad bar, sliced cheeses by grill)",605,161
96041,7/30/2021 4:00:00 AM,1613238,FOOD SERVICE,HOOTERS,7701,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,72,50,Nonfood-contact surfaces clean,No,Nonfood-contact surfaces have accumulation of soil. (hand sinks),605,162
111419,9/21/2021 4:00:00 AM,1624198,FOOD SERVICE,VALLARTA MEXICAN SEAFOOD & GRILL,9874,LINN STATION RD,LOUISVILLE,KY,40223,REGULAR,81,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Food-contact surfaces not cleaned and sanitized (dish machine at 10 PPM).,605,163
111953,5/13/2021 4:00:00 AM,1597089,FOOD SERVICE,STORMING CRAB,4809,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,77,23,PROPER COOLING TIME AND TEMPERATURE,Yes,Proper cooling method not used for TCS food. (cooked potatoes holding at 73 degrees after cooling for 20 hours and 90 degrees after 2.5 hours)(discarded),605,164
103188,3/11/2021 5:00:00 AM,1585574,FOOD SERVICE,LA LOMA,7319,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,81,14,"REQUIRED RECORDS, SHELLSTOCK TAGS, PARASITE DESTRUCTION",Yes,Molluscan shellfish missing tags/records indicating where they were harvested and by whom.  Molluscan shellfish lots being co-mingled together.,605,165
85040,9/28/2020 4:00:00 AM,1564669,FOOD SERVICE,WAFFLE HOUSE #174,2805,FERN VALLEY RD,LOUISVILLE,KY,40213,REGULAR,81,48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",No,Equipment is not maintained in good repair or does not allow for proper adjustment. (condensation inside of reach-in coole),605,166
96041,7/30/2021 4:00:00 AM,1613238,FOOD SERVICE,HOOTERS,7701,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,72,22,PROPER HOT HOLDING TEMPERATURES,Yes,"TCS food not maintained at 57°C (135°F) or above. (steam well holding chili, macaroni, queso and buffalo chicken dip at 100 degrees F) (fried chicken left out holding internally at 107 degrees F)",605,167
